Name,Score,Genres,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Free! Movie 2: Timeless Medley - Yakusoku,7.58,"School, Slice of Life, Sports",1,1-Jul-17,Unknown,Unknown,Funimation,Kyoto Animation,Original,1 hr. 38 min.,PG-13 - Teens 13 or older,1329,3358,23737,49,518,10122,364,281,12452,878,718,1565,1798,731,250,61,33,12,34
Free!: Take Your Marks,7.74,"School, Slice of Life, Sports",1,28-Oct-17,Unknown,Unknown,Funimation,Kyoto Animation,Original,1 hr. 48 min.,PG-13 - Teens 13 or older,931,2326,48011,111,1066,24517,564,340,21524,2147,2463,4693,4441,1512,610,131,54,26,59
Hand Shakers: Go ago Go,5.62,Action,1,26-Jul-17,Unknown,Unknown,Unknown,GoHands,Original,23 min.,PG-13 - Teens 13 or older,9347,6091,5794,7,267,2669,128,127,2603,119,54,161,318,362,281,135,114,89,138
Isekai wa Smartphone to Tomo ni.,6.24,"Adventure, Harem, Comedy, Magic, Romance, Fantasy",12,"Jul 11, 2017 to Sep 26, 2017",Summer 2017,"Sotsu, MediaNet, Pony Canyon, AT-X, Asmik Ace, Hobby Japan, 81 Produce, Tokyo MX, Exit Tunes",Funimation,Production Reed,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7150,389,346386,2207,18304,257027,4254,23920,42881,14139,14762,27814,44750,35911,24934,16883,11333,8489,8955
The King of Fighters: Destiny,6.59,"Action, Adventure, Drama, Martial Arts, Romance",24,"Aug 3, 2017 to Jan 4, 2018",Unknown,Unknown,Unknown,iDRAGONS Creative Studio,Game,16 min. per ep.,PG-13 - Teens 13 or older,5415,7421,3524,15,405,1467,146,194,1312,118,66,203,367,258,162,65,49,17,16
Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,Unknown,"Comedy, Sci-Fi",1,3-May-14,Unknown,Unknown,Unknown,Unknown,Original,45 min.,G - All Ages,11560,15950,140,0,13,38,3,31,55,4,Unknown,Unknown,1,8,7,3,Unknown,1,2
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.71,"Action, Fantasy, Magic, Slice of Life",1,28-Oct-17,Unknown,Unknown,Unknown,Toei Animation,Original,1 hr. 10 min.,G - All Ages,4854,8704,2102,5,55,977,33,67,970,45,61,111,187,138,71,30,18,6,4
Duan Nao 2,Unknown,"Mystery, Sci-Fi, Shounen, Thriller",Unknown,2017 to ?,Unknown,Unknown,Unknown,Unknown,Other,12 min.,R - 17+ (violence & profanity),Unknown,11039,785,0,0,0,0,0,785,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Adauchi Karasu,Unknown,Unknown,1,20-Mar-34,Unknown,Unknown,Unknown,Unknown,Unknown,12 min.,G - All Ages,13188,14276,236,0,9,57,6,70,94,7,Unknown,Unknown,2,2,4,5,3,3,10
Man Tou Riji,Unknown,"Slice of Life, Shoujo",10,"Dec 25, 2013 to Oct 21, 2014",Unknown,Yaoqi,Unknown,"Haoliners Animation League, Studio LAN",Web manga,7 min. per ep.,G - All Ages,15398,14121,251,1,30,82,14,24,101,8,2,12,16,11,11,2,1,1,5
DC Super Heroes vs Taka no Tsume-dan,Unknown,"Comedy, Parody, Super Power",1,21-Oct-17,Unknown,Unknown,Unknown,DLE,Other,1 hr. 44 min.,G - All Ages,13781,10454,1002,1,34,140,25,88,715,8,1,2,7,18,34,8,4,7,8
Youkai Apartment no Yuuga na Nichijou,7.18,"Slice of Life, Mystery, Supernatural",26,"Jul 3, 2017 to Dec 25, 2017",Summer 2017,"TMS Entertainment, Kodansha, Asmik Ace, JR East Marketing & Communications, Sumitomo",Unknown,Shin-Ei Animation,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2870,2094,56216,222,8001,23155,3340,6679,15041,1410,2195,4792,6856,3769,2010,731,242,116,109
Gakuen Babysitters,7.84,"Comedy, School, Shoujo, Slice of Life",12,"Jan 7, 2018 to Mar 25, 2018",Winter 2018,"Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group",Unknown,Brain's Base,Manga,23 min. per ep.,PG-13 - Teens 13 or older,752,887,168776,1594,13155,105231,4873,4997,40520,11261,13936,25802,21662,7480,2825,655,244,113,114
Mobile Suit Gundam: Twilight Axis,4.93,"Action, Military, Sci-Fi, Space, Mecha",6,"Jun 23, 2017 to Sep 1, 2017",Unknown,Unknown,Unknown,Sunrise,Novel,3 min. per ep.,PG-13 - Teens 13 or older,10655,5189,8642,8,479,3774,176,373,3840,65,41,123,332,561,653,470,320,241,150
Akita Kenritsu Iburi Gakkou Chuutou-bu,Unknown,Comedy,27,"Mar 14, 2017 to Dec 30, 2017",Spring 2017,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,13232,12942,357,0,55,14,22,145,121,4,5,Unknown,1,4,6,2,8,5,16
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Unknown,Comedy,27,"Mar 13, 2017 to Dec 30, 2017",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,13244,15315,174,0,22,31,8,54,59,5,Unknown,Unknown,1,2,4,1,6,3,11
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.86,"Comedy, Historical, Romance, Shoujo",1,19-Oct-18,Unknown,"Kodansha, Warner Bros. Japan, KlockWorx, Tokyo MX, Asahi Shimbun",Unknown,Nippon Animation,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,4189,5291,8288,32,310,3034,117,80,4747,160,227,421,703,410,194,104,41,26,20
Mr. Men Little Miss,Unknown,Kids,Unknown,"Nov 29, 2013 to ?",Unknown,Unknown,Unknown,Sanrio,Picture book,2 min.,G - All Ages,15706,16422,120,0,38,0,5,27,50,4,Unknown,Unknown,1,1,3,4,1,Unknown,6
Zannen Onna Kanbu Black General-san,5.83,"Comedy, Super Power, Shounen",10,"Jun 5, 2017 to Jul 21, 2017",Unknown,"Kadokawa, Anime Beans",Unknown,Oddjob,Manga,3 min. per ep.,PG-13 - Teens 13 or older,8728,9195,1733,5,151,271,45,80,1186,18,5,18,32,52,40,21,12,6,9
Vatican Kiseki Chousakan: Majo no Soup,6.46,"Mystery, Supernatural, Drama",1,11-Apr-18,Unknown,Unknown,Unknown,Unknown,Novel,23 min.,PG-13 - Teens 13 or older,6096,6950,4180,3,112,1328,51,71,2618,48,43,136,262,210,105,49,20,15,12
Jingisukan no Jin-kun,Unknown,Comedy,10,"Sep 6, 2017 to Nov 8, 2017",Unknown,"Production I.G, Anime Beans",Unknown,Unknown,Other,3 min. per ep.,G - All Ages,14694,15145,186,0,13,37,7,41,88,3,Unknown,Unknown,2,1,7,3,1,Unknown,8
Dekiru ka na,Unknown,Comedy,10,"Jun 5, 2017 to Aug 30, 2017",Unknown,"Production I.G, Anime Beans",Unknown,Unknown,Other,3 min. per ep.,G - All Ages,13793,15088,189,0,16,37,6,38,92,4,Unknown,Unknown,1,3,7,1,Unknown,3,4
Hitorigurashi no Shougakusei,6.47,"Comedy, Slice of Life",10,"Oct 10, 2017 to Dec 12, 2017",Unknown,Anime Beans,Unknown,Signal.MD,4-koma manga,3 min. per ep.,G - All Ages,6065,7592,3293,9,204,1257,85,142,1605,62,65,145,253,246,142,57,40,23,11
Kuruneko (ONA),Unknown,"Slice of Life, Comedy",10,"Oct 5, 2017 to Dec 7, 2017",Unknown,"Production I.G, Anime Beans",Unknown,Unknown,Web manga,3 min. per ep.,G - All Ages,15221,11971,531,0,26,79,18,51,357,6,1,4,8,17,9,1,2,2,2
Princess Principal,7.71,"Action, Mystery, Historical",12,"Jul 9, 2017 to Sep 24, 2017",Summer 2017,"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music & Pictures, Medicos Entertainment",Sentai Filmworks,"Actas, Studio 3Hz",Original,25 min. per ep.,R - 17+ (violence & profanity),1005,954,155342,3091,12381,71772,6051,6986,58152,6027,9583,19665,15868,6026,2389,829,304,132,122
Konohana Kitan,7.56,"Slice of Life, Fantasy, Seinen, Shoujo Ai",12,"Oct 4, 2017 to Dec 20, 2017",Fall 2017,"Genco, Lantis, AT-X, GAGA, Memory-Tech, Studio Mausu, DeNA, Kadokawa, Melonbooks",Funimation,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1406,1311,109029,551,10023,43371,4617,7047,43971,3485,5328,10319,10411,4760,2325,752,233,112,115
21 Seiki wa Minna ga Shuyaku,Unknown,Drama,1,2001,Unknown,Unknown,Unknown,Unknown,Original,23 min.,G - All Ages,13193,15721,152,0,6,47,6,46,47,7,4,2,4,2,3,2,1,Unknown,5
Ken-chan to Bouen Kazoku,Unknown,"Kids, Drama",1,1991,Unknown,Unknown,Unknown,Unknown,Original,18 min.,G - All Ages,14941,16227,127,0,8,25,2,27,65,6,2,2,2,5,1,Unknown,Unknown,Unknown,1
Owarimonogatari 2nd Season,8.93,"Mystery, Comedy, Supernatural, Vampire",7,"Aug 12, 2017 to Aug 13, 2017",Summer 2017,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,22 min. per ep.,R - 17+ (violence & profanity),17,521,270878,6113,11467,159101,3700,1697,94913,47996,41520,24216,8808,2687,912,358,149,107,1122
18if,6.17,"Mystery, Supernatural",13,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"Sotsu, DLE, BS Fuji, Tokyo MX, Mobcast, RAY",Funimation,Gonzo,Game,23 min. per ep.,R - 17+ (violence & profanity),7490,2353,46598,89,3973,17927,2263,7453,14982,570,866,1989,3717,3859,2853,1805,827,515,368
Uma Musume: Pretty Derby (TV),7.28,"Comedy, Slice of Life, Sports",13,"Apr 2, 2018 to Jun 18, 2018",Spring 2018,"Lantis, TOHO animation, Kansai Telecasting, Cygames",Unknown,P.A. Works,Game,23 min. per ep.,PG-13 - Teens 13 or older,2456,1616,82647,296,9637,35957,3331,5819,27903,2135,3580,8028,9571,4768,2277,865,339,153,154
Urahara,5.79,"Comedy, Fantasy, Psychological, Sci-Fi",12,"Oct 4, 2017 to Dec 20, 2017",Fall 2017,"VAP, Sotsu, bilibili, Crunchyroll SC Anime Fund",Funimation,"Shirogumi, EMT Squared",Web manga,23 min. per ep.,PG-13 - Teens 13 or older,8878,2979,30156,44,2646,6136,1601,6791,12982,224,189,538,1169,1607,1703,1148,587,339,260
Sengoku Night Blood,6.1,"Historical, Romance, Fantasy",12,"Oct 3, 2017 to Dec 26, 2017",Fall 2017,"TV Asahi, Marvelous, Pony Canyon, JY Animation, Live Viewing Japan",Unknown,Typhoon Graphics,Game,23 min. per ep.,PG-13 - Teens 13 or older,7817,2761,34603,141,3936,10765,1393,5133,13376,490,483,916,1716,2183,1751,1106,581,352,274
Hatena☆Illusion,5.37,"Comedy, Supernatural, Romance, Ecchi",12,"Jan 9, 2020 to Jun 4, 2020",Winter 2020,"Shueisha, bilibili, Bandai Namco Arts",Funimation,Children's Playground Entertainment,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,10001,2997,29551,25,3382,9560,1134,5842,9633,275,170,560,1450,2338,2356,1694,839,472,315
Time Bokan: Gyakushuu no San Akunin,5.99,"Adventure, Comedy, Historical, Mecha",24,"Oct 7, 2017 to Mar 24, 2018",Fall 2017,Yomiuri Telecasting,Unknown,Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,8256,9531,1505,1,161,428,66,222,628,13,10,40,71,80,76,42,19,10,32
Soutai Sekai,5.81,Sci-Fi,2,"Apr 28, 2017 to May 5, 2017",Unknown,Hulu,Unknown,Craftar Studios,Original,16 min. per ep.,PG-13 - Teens 13 or older,8788,5844,6479,7,594,2151,291,273,3170,75,45,155,327,448,341,173,91,56,34
Boku no Hero Academia 2nd Season: Hero Note,7.33,"Action, Comedy, Super Power",1,25-Mar-17,Unknown,Unknown,Funimation,Bones,Manga,23 min.,PG-13 - Teens 13 or older,2189,1208,122074,737,3468,97241,825,1313,19227,7352,7015,12925,17543,9083,4575,892,347,183,361
Escape from Tsuki no Uragawa Zoo,5.67,"Drama, Fantasy, Music",1,16-Nov-16,Unknown,Space Shower Music,Unknown,Unknown,Music,3 min.,PG - Children,9250,13720,280,0,8,189,2,15,66,8,2,5,17,36,30,15,9,5,10
Gravity,5.53,Music,1,30-Jun-16,Unknown,Sony Music Entertainment,Unknown,Unknown,Music,4 min.,G - All Ages,9601,12426,446,0,14,301,4,16,111,15,4,11,23,45,54,21,23,10,8
Monsuto Anime: Katsubou no Hate no Risoukyou,6.08,"Action, Game, Fantasy",1,25-Mar-17,Unknown,Unknown,Unknown,Unknown,Game,15 min.,PG - Children,7891,8974,1891,0,91,909,37,63,791,34,21,44,148,161,103,38,18,20,17
Higanjima X: Aniki,Unknown,"Fantasy, Horror, Seinen, Vampire",1,30-Aug-17,Unknown,Unknown,Unknown,Unknown,Manga,3 min.,R - 17+ (violence & profanity),14400,13895,267,0,17,68,9,36,137,6,1,Unknown,2,8,9,1,1,5,8
Shingeki no Kyojin-ten 360° Taikan Theater,7.13,"Action, Fantasy, Shounen, Super Power",3,"Jun 21, 2017 to Aug 18, 2017",Unknown,Pony Canyon,Unknown,Unknown,Manga,Unknown,PG-13 - Teens 13 or older,3060,4313,13746,31,681,3760,494,458,8353,412,176,263,845,308,160,63,23,15,46
Perestroika,Unknown,Comedy,12,24-Oct-08,Unknown,"Toho, Robot Communications",Unknown,Unknown,Original,2 min. per ep.,G - All Ages,11528,16111,133,0,12,29,0,29,63,4,Unknown,1,2,3,3,Unknown,2,Unknown,5
Ki wo Tsukeyou: Douro wa Kiken ga Ippai!,Unknown,Kids,1,1997,Unknown,Unknown,Unknown,Unknown,Original,15 min.,G - All Ages,14982,17040,80,0,6,21,1,31,21,3,Unknown,1,2,4,1,Unknown,1,Unknown,2
Ponkaman no Animation no Dekiru made,Unknown,"Kids, Super Power",1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,14 min.,G - All Ages,11575,17007,81,0,5,20,0,33,23,3,Unknown,Unknown,1,2,3,Unknown,1,Unknown,3
Hakkiri Kotowarou: Yuukai Sare Nai zo!,Unknown,"Drama, Kids",1,1997,Unknown,Unknown,Unknown,Unknown,Original,15 min.,G - All Ages,14240,16981,85,0,4,29,2,30,20,4,6,1,3,2,1,1,1,Unknown,3
Asonde Oboeru Gakushuu DVD,Unknown,Kids,12,Unknown,Unknown,Unknown,Unknown,Unknown,Original,20 min. per ep.,G - All Ages,13349,16519,111,0,5,35,1,40,30,5,Unknown,Unknown,2,1,3,Unknown,7,3,3
Tanoshii Ekaki Uta,Unknown,"Kids, Music",6,Unknown,Unknown,Unknown,Unknown,Unknown,Original,20 min. per ep.,G - All Ages,12389,16917,89,0,7,22,1,33,26,3,Unknown,Unknown,1,2,2,3,2,Unknown,3
Nanumu no Ie,Unknown,"Drama, Historical",1,1995,Unknown,Unknown,Unknown,Unknown,Other,1 hr. 36 min.,PG - Children,11052,16805,98,0,6,25,1,29,37,5,Unknown,3,1,1,1,Unknown,Unknown,3,4
Aru Mori no wo Hanashi: Rururu no Rule,Unknown,Kids,1,2010,Unknown,Unknown,Unknown,Unknown,Original,16 min.,G - All Ages,13344,16705,104,0,4,37,0,37,26,5,1,5,4,3,2,Unknown,Unknown,2,4
Youkoso! Ecolo Shima,Unknown,Kids,1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,17 min.,G - All Ages,13024,16791,100,0,7,21,2,35,35,4,Unknown,Unknown,4,2,2,Unknown,Unknown,Unknown,4
Fuyuyasumi da. Zenin Shuugou!,Unknown,Kids,1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,18 min.,G - All Ages,14038,16944,88,0,5,28,1,29,25,4,Unknown,Unknown,8,1,2,2,Unknown,Unknown,5
Ijime Stop! Kintarou Kokoro Chikaramochi,Unknown,"Fantasy, Kids",1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,13 min.,G - All Ages,14585,16948,87,0,8,22,1,31,25,3,Unknown,Unknown,2,2,2,Unknown,Unknown,1,6
Kamiusagi Rope x ROPÉ Sisters,Unknown,Comedy,2,"Feb 21, 2017 to Aug 2, 2017",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,14852,15344,174,0,27,24,8,45,70,4,Unknown,1,1,3,7,4,4,4,5
Kodoku no Gourmet,Unknown,"Slice of Life, Seinen",10,"Nov 29, 2017 to Aug 31, 2018",Unknown,Anime Beans,Unknown,Unknown,Manga,4 min. per ep.,G - All Ages,15098,11096,763,0,64,54,18,36,591,7,1,1,7,8,6,6,2,Unknown,4
A-Channel: Nabe wo Tabeyou,6.88,"Comedy, School, Seinen, Slice of Life",1,27-Sep-17,Unknown,Aniplex,Unknown,Studio Gokumi,4-koma manga,23 min.,PG-13 - Teens 13 or older,4097,5771,6696,0,137,3333,87,73,3066,133,128,397,721,465,198,61,21,12,7
Henkei Shoujo,5.71,Sci-Fi,5,"Mar 26, 2017 to Oct 24, 2017",Unknown,Unknown,Unknown,DLE,Original,1 min. per ep.,PG-13 - Teens 13 or older,9137,3788,18510,57,1338,9012,528,625,7007,1301,211,383,782,1089,1275,801,534,476,613
Tire Kan x Kamiusagi Rope,Unknown,"Slice of Life, Comedy",22,"Oct 14, 2013 to Apr 8, 2016",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,12518,15079,189,0,19,54,6,38,72,4,1,Unknown,3,5,14,4,4,4,6
Candle,5.43,Music,1,25-Sep-13,Unknown,Unknown,Unknown,Unknown,Music,4 min.,PG-13 - Teens 13 or older,9869,14398,231,0,3,176,3,14,35,8,2,3,6,26,43,15,11,8,8
Washimo 5th Season,Unknown,"Sci-Fi, Slice of Life, Comedy, Kids, School",44,"Apr 3, 2017 to Nov 14, 2017",Spring 2017,Unknown,Unknown,Studio Deen,Picture book,10 min. per ep.,G - All Ages,12800,15319,174,0,16,36,7,64,51,5,1,Unknown,2,2,10,1,4,1,7
Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,Unknown,"Comedy, Parody, Fantasy",7,"Jan 17, 2006 to Jul 28, 2006",Unknown,Unknown,Unknown,Studio Hibari,Light novel,2 min. per ep.,PG - Children,14285,13798,274,1,22,67,9,18,158,7,Unknown,Unknown,7,9,9,2,2,Unknown,3
Ramen Daisuki Koizumi-san,6.52,"Comedy, Slice of Life",12,"Jan 4, 2018 to Mar 22, 2018",Winter 2018,"Sotsu, KlockWorx, flying DOG, Grooove, Cygames, Crunchyroll SC Anime Fund",Unknown,"Studio Gokumi, AXsiZ",Manga,22 min. per ep.,PG-13 - Teens 13 or older,5800,2256,49788,63,5394,20757,2079,6327,15231,703,778,2634,5479,4994,2792,1086,499,191,162
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.18,"Drama, Magic",Unknown,"Sep 30, 2016 to ?",Unknown,Unknown,Unknown,Unknown,Game,41 sec.,PG - Children,7453,4957,9774,46,1376,0,520,373,7505,101,45,77,151,165,131,45,29,20,35
Chiruran: Nibun no Ichi Special,5.61,"Action, Comedy, Historical",1,26-May-17,Unknown,Unknown,Unknown,Unknown,Manga,2 min.,G - All Ages,9387,10852,842,1,29,244,28,49,492,16,2,7,13,27,47,8,7,11,8
Neko Neko Nihonshi 2nd Season,6.21,"Historical, Parody, Kids, Samurai",32,"Apr 5, 2017 to Feb 28, 2018",Spring 2017,"NHK, Neft Film",Unknown,Joker Films,Web manga,9 min. per ep.,G - All Ages,7279,12283,475,2,38,150,18,66,203,13,9,9,22,23,19,6,3,2,8
Furusato Meguri: Nippon no Mukashibanashi,6.14,"Historical, Kids, Supernatural",50,"Apr 2, 2017 to Mar 25, 2018",Spring 2017,Unknown,Unknown,Unknown,Other,22 min. per ep.,G - All Ages,7613,10869,841,1,95,193,48,93,412,13,5,19,37,48,35,9,2,4,4
Kamiusagi Rope x Tokyo Gas,Unknown,"Comedy, Slice of Life",2,"Sep 19, 2013 to Oct 7, 2013",Unknown,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,14852,15345,174,0,11,56,7,34,66,3,Unknown,Unknown,2,2,13,5,3,2,7
Mori no Kaori x Kamiusagi Rope,Unknown,"Comedy, Slice of Life",3,"Nov, 2013 to Apr, 2014",Unknown,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,15658,15413,170,0,11,53,4,34,68,4,Unknown,Unknown,2,1,14,6,2,1,6
Shiseido x Kamiusagi Rope,Unknown,"Comedy, Slice of Life",2,"Jan 21, 2014 to Jun 21, 2014",Unknown,Unknown,Unknown,Unknown,Original,3 min. per ep.,G - All Ages,12039,15289,177,0,10,60,7,30,70,4,Unknown,Unknown,2,3,13,11,1,2,6
Lion x Kamiusagi Rope,Unknown,"Comedy, Slice of Life",3,"Dec, 2014",Unknown,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,15310,15316,175,0,10,58,5,40,62,3,Unknown,Unknown,2,4,17,4,2,1,7
Levain Cup x Kamiusagi Rope,Unknown,"Slice of Life, Comedy",7,"Oct 10, 2016 to Nov 2, 2017",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,15296,15180,183,0,23,38,9,43,70,4,1,Unknown,2,4,16,1,3,2,4
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,Unknown,Comedy,1,25-Mar-14,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,14841,14457,227,0,11,106,7,37,66,4,Unknown,1,1,8,17,11,8,6,17
Kamiusagi Rope x TOHO Cinemas,Unknown,"Comedy, Slice of Life",Unknown,"Nov 5, 2009 to ?",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,14864,15102,191,0,45,0,18,42,86,2,Unknown,Unknown,2,2,9,2,2,1,7
Kamiusagi Rope x TOHO Cinemas (Movies),Unknown,"Comedy, Slice of Life",Unknown,"Jan 11, 2014 to ?",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,14866,15035,193,0,40,0,14,52,87,2,Unknown,Unknown,2,1,5,2,5,Unknown,10
Kemono Friends 2,5.87,"Adventure, Comedy",12,"Jan 15, 2019 to Apr 2, 2019",Winter 2019,Unknown,Unknown,Tomason,Game,22 min. per ep.,PG-13 - Teens 13 or older,8644,4332,13642,47,918,5233,465,1430,5596,204,199,446,918,1055,762,484,245,196,345
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.81,"Action, School, Shounen",1,25-Nov-17,Unknown,Unknown,Sentai Filmworks,"SILVER LINK., Connect",Manga,23 min.,PG-13 - Teens 13 or older,4405,2784,33969,22,654,23537,266,156,9356,1088,917,2342,5154,3588,1560,528,195,122,54
ChäoS;Child: Silent Sky,6.6,"Sci-Fi, Mystery, Psychological, Supernatural",1,17-Jun-17,Unknown,Unknown,Unknown,SILVER LINK.,Visual novel,50 min.,PG-13 - Teens 13 or older,5378,3967,16827,12,590,8614,274,176,7173,324,412,971,1720,1398,617,328,181,93,57
Mini Rope,Unknown,"Comedy, Slice of Life",4,"May 4, 2012 to May 25, 2012",Spring 2012,Unknown,Unknown,Unknown,Original,4 min. per ep.,G - All Ages,15568,14810,206,0,17,60,5,52,72,4,Unknown,1,2,1,12,8,2,2,7
Freaky Highschool,Unknown,"Horror, School",69,"Jun 10, 2016 to Sep 29, 2017",Summer 2016,Unknown,Unknown,Unknown,Original,Unknown,PG - Children,13957,12870,367,0,29,43,14,97,184,4,Unknown,2,2,1,9,4,2,5,12
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.81,"Fantasy, Romance, Shoujo",1,13-Sep-17,Unknown,NHK,Unknown,Madhouse,Manga,26 min.,G - All Ages,806,2831,32844,536,724,22177,293,227,9423,2352,3069,4226,3543,1401,536,143,44,25,25
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.49,"School, Shounen, Sports",1,4-Aug-17,Unknown,Unknown,Unknown,Production I.G,Manga,23 min.,PG-13 - Teens 13 or older,1600,3527,21518,40,504,8151,344,259,12260,793,541,1005,1383,609,248,63,12,7,24
Tsugaku-ji,Unknown,Music,1,14-Oct-16,Unknown,Unknown,Unknown,Unknown,Music,3 min.,PG-13 - Teens 13 or older,12622,16762,102,0,1,74,2,7,18,3,Unknown,2,3,7,21,8,3,1,5
Tadaima.,Unknown,Music,1,28-Feb-17,Unknown,Unknown,Unknown,Unknown,Music,3 min.,PG-13 - Teens 13 or older,12304,16255,124,0,2,91,1,7,23,4,Unknown,4,6,12,20,8,Unknown,1,7
Saint Seiya: Gold Saints Data File,6.07,"Action, Fantasy, Shounen",3,"Dec 15, 2006 to Feb 16, 2007",Unknown,Unknown,Unknown,Toei Animation,Manga,5 min. per ep.,PG-13 - Teens 13 or older,7912,10081,1179,3,47,463,34,36,599,31,14,25,60,72,53,12,9,9,6
Hiyoko no Basket Movie: Last Game 0401,7.28,"Parody, Sports",1,1-Apr-17,Unknown,Unknown,Unknown,Unknown,Manga,1 min.,G - All Ages,2420,5523,7491,37,125,5187,80,117,1982,567,523,662,766,430,261,101,57,39,47
BOY's LOVE Nitro+CHiRAL,5.09,"Comedy, Parody",5,1-Apr-17,Unknown,Nitroplus,Unknown,Unknown,Game,4 min. per ep.,G - All Ages,10487,8946,1914,6,84,559,46,101,1124,44,6,22,33,48,74,37,34,30,59
Ultrasonico,4.96,"Parody, Super Power",1,1-Apr-17,Unknown,Unknown,Unknown,Unknown,Other,2 min.,G - All Ages,10634,9209,1726,0,63,778,34,42,809,23,6,15,49,93,121,80,37,39,39
Poputepipikku,7.27,"Comedy, Dementia, Parody",12,"Jan 7, 2018 to Mar 25, 2018",Winter 2018,King Records,"Funimation, Sentai Filmworks",Kamikaze Douga,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,2459,884,168467,1077,20586,84386,10347,19383,33765,10377,8624,17640,20968,11077,5565,3200,1672,1325,1777
World Fool News (TV) Part II,5.78,"Slice of Life, Comedy",12,"Apr 2, 2017 to Jun 18, 2017",Spring 2017,CoMix Wave Films,Unknown,Unknown,Other,9 min. per ep.,G - All Ages,8904,10577,949,1,94,426,35,204,190,11,13,31,74,88,75,42,28,21,21
Hitori no Shita: The Outcast 2nd Season,7.41,"Action, Super Power, Supernatural",24,"Oct 27, 2017 to May 18, 2018",Unknown,Tencent Animation & Comics,Unknown,Haoliners Animation League,Web manga,24 min. per ep.,R - 17+ (violence & profanity),1867,2436,43294,90,4706,23828,1148,1054,12558,1218,1992,5293,5728,2159,772,303,127,58,54
ClassicaLoid 2nd Season,6.5,"Music, Comedy",25,"Oct 7, 2017 to Mar 24, 2018",Fall 2017,"NHK, Bandai Namco Pictures",Sentai Filmworks,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,5876,6005,6019,17,480,1865,300,453,2921,92,89,224,427,344,220,81,40,32,30
Musashino!,Unknown,"Comedy, School, Slice of Life",Unknown,Unknown,Unknown,Harappa,Unknown,A-Real,Original,3 min.,PG - Children,Unknown,7465,3504,2,0,0,0,0,3504,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.34,"Harem, Comedy, Romance, Ecchi, School",1,6-Apr-17,Unknown,Aniplex,Unknown,A-1 Pictures,Light novel,22 min.,PG-13 - Teens 13 or older,2177,1637,82113,81,2084,64196,598,380,14855,3351,4308,11863,16019,6176,2129,652,270,119,83
